GRD,LFU,LRU,Optimal,WLFU,WLRU,alpha,cache_ratio
97.34837752704122,82.2460256221286,36.15821280595731,110.61820106295002,109.76961503839749,61.1359248106792,0.7,0.01
88.35686071898802,73.1784253064489,34.07155309482302,102.15933015324724,101.06724982212504,54.518839246860125,0.7,0.01
84.47025882901951,67.89376155650066,27.55287482375059,97.73370061288557,96.5423672429388,48.61597856400357,0.7,0.01
93.56510724821253,78.9572235926069,34.34065219782601,108.05289729711755,106.92598217900297,57.799233700127715,0.7,0.01
92.49679172013799,76.11866614695599,35.22601591328029,104.82735443824042,103.64586605902232,55.39747576708737,0.7,0.01
110.93815103081616,99.21766054899206,55.175916080279734,128.75167922831514,127.82372869604522,78.41692026384662,0.7,0.01
94.6734221096315,82.2533071995279,37.00377665407782,110.2396404208555,109.31564844739192,57.92734701210883,0.7,0.01
104.64325594573424,89.28596568115701,44.9132502891657,117.55797155610996,116.32059727990045,67.9296003450666,0.7,0.01
91.75513741437642,78.2057799419895,32.1173596088013,105.5019883111029,104.46224925629178,53.37491443751426,0.7,0.01
87.35854402426627,71.91498191423297,28.463471788427373,99.45846851265736,98.35197194133801,49.796503367249436,0.7,0.01
100.06166563890602,86.09404432961813,40.32749890833697,114.78142675807223,113.7188310468615,64.33913094347818,0.7,0.01
105.18991350144164,92.25507550029874,45.50721497595008,120.11063148609082,119.18229680295053,68.62435356260774,0.7,0.01
88.51852469125515,72.48076297052093,33.757554141486196,102.55866871506811,101.12696647883892,53.39324776779204,0.7,0.01
83.93860102331628,71.56901824466829,27.524074919750266,99.17947083214584,98.16666697222217,48.061386989768835,0.7,0.01
97.9588673522108,82.81015846103823,34.697384342052196,111.30380012171548,110.13218831130195,57.26977212170465,0.7,0.01
81.63130614489758,68.36181735481381,28.470571764760784,96.28705462390856,95.08177248637125,47.37901543683076,0.7,0.01
93.59177347044216,80.41142859755574,30.9280302398992,108.16986476048442,107.1965488005752,55.1659608056732,0.7,0.01
87.28121197980033,70.92593126599274,31.79639401201996,98.87784490625016,97.8577203570466,51.7455713757381,0.7,0.01
97.1650472492125,84.26430434823418,33.69052103159656,111.53443972891564,110.6440732259878,58.054310324281616,0.7,0.01
97.66003899935001,82.92861338258928,37.675607747974176,110.4570582382501,109.43863176022803,59.72612004564666,0.7,0.01
89.59017349710838,73.0500865354309,33.44638851203829,101.55446997791361,100.6414332264278,52.05841799026367,0.7,0.01
102.69995500074998,89.3343549026903,38.73280422398592,116.40723606355368,115.21125579812403,62.682626219562295,0.7,0.01
95.10841485975234,83.78989573060088,39.53830153899487,110.6690308612962,109.69561505073082,60.26359995606668,0.7,0.01
79.55134081098649,62.325853112975054,22.068393105356314,91.00473001316212,89.92494667917555,41.861376356437276,0.7,0.01
85.75357077382044,69.39998455624269,33.69632101226329,100.00751519841535,99.06140015643331,52.487461252089794,0.7,0.01
89.31201146647555,76.89813057144062,27.73394088686371,105.08472105792453,104.1484909752515,52.57397790433701,0.7,0.01
106.97805036582723,97.52441037544155,38.385572048093174,122.83637800039021,121.96687800552033,66.69166721805546,0.7,0.01
88.03019949667505,70.65544221909364,35.849447168509435,101.06568289764641,99.75525004079167,53.606921065513156,0.7,0.01
95.72407126547891,82.3996882130741,31.681461061796462,108.668207039436,107.76663203889466,55.82369402938433,0.7,0.01
113.20644655922402,100.64248780910816,49.44426851910494,127.42909778222787,126.50952891507852,73.5211444131426,0.7,0.01
91.44780920317994,79.52736196853591,33.89558701470995,105.7307617371157,104.64461922589679,57.25621545729742,0.7,0.01
96.51339144347594,81.76982863433228,37.878873737087545,109.12319948498036,108.24173195971134,59.286430118928315,0.7,0.01
110.48149197513375,97.43323696237294,47.7132742890857,125.41486160785472,124.70356254940624,73.69925605012399,0.7,0.01
85.15358077365377,73.73221016037647,30.52829823900587,101.05391817501813,99.99390000101667,51.669501388416435,0.7,0.01
110.20149664172264,98.96300708479967,53.316688944370185,126.23161884844036,125.01029583161736,76.97440883759853,0.7,0.01
118.54802419959667,104.46757060355554,53.5462881790394,131.58978950103437,130.62234489627585,79.24236679293887,0.7,0.01
90.24349594173431,74.0537369149924,33.043589854700485,103.1460091069722,101.95961634006395,54.95530750744875,0.7,0.01
104.66825552907451,90.49654812730675,42.77942406858644,118.1268881952861,117.00204716632547,65.85621402396433,0.7,0.01
122.05463242279295,111.1767759141313,56.95931013563288,137.61421538404963,136.58907723515378,84.61508089748652,0.7,0.01
105.02824952917452,91.79408115608224,44.94871683761054,121.36963565209038,120.38761326873112,69.5624034062661,0.7,0.01
103.41494308428193,90.6563645449146,48.094173019423266,118.15321756050807,117.30821378196437,69.27234345460943,0.7,0.01
86.4435592740121,70.68220584677299,32.35952546824844,99.89260571330657,98.75348187441969,51.60852306524615,0.7,0.01
84.31359477342045,68.69653624131998,26.86324378918737,97.38793988426866,96.21868396355268,47.23977046003826,0.7,0.01
107.70320494658422,97.30349450034399,47.24397585341382,125.0966095036472,123.94507934248678,70.66284488952586,0.7,0.01
104.5065915568074,89.94236409428255,43.15068949770168,117.96089863792879,117.14028047661992,67.03302216116298,0.7,0.01
95.48424192930118,79.63625514262331,37.360008799970664,108.34887049729043,107.27513878747686,59.01517349747108,0.7,0.01
101.50880818653023,87.17424601657646,40.43253189156036,114.96846221396962,114.03933266011123,63.6380543936576,0.7,0.01
85.06641555974068,68.81411344980653,26.704810983963387,98.39486540762586,97.2962387839602,48.115700314049946,0.7,0.01
91.20197996700055,73.83780419579615,30.456598478005073,103.55973369302669,102.56704957215841,53.52514274580954,0.7,0.01
104.98825019583008,92.48284365961332,43.40042199859334,120.88892935334731,119.87134668810889,67.99699200050134,0.7,0.01
186.49872502124964,176.16480160904288,124.82835057216477,216.27547255751608,214.82822252862957,168.21678363053607,0.8,0.05
166.67822202963285,155.997393642984,103.08605637981206,195.26776640667174,193.64211105964816,147.44071375988105,0.8,0.05
